frame,track_id,label,x1,y1,x2,y2,confidence,source,cx,cy
28,3,person,681,272,752,431,0.8784856200218201,main,716.5,351.5
28,4,person,1086,62,1125,125,0.847443699836731,main,1105.5,93.5
28,5,person,1032,0,1066,45,0.7655442357063293,main,1049.0,22.5
28,6,person,885,0,915,50,0.7862101793289185,main,900.0,25.0
28,11,person,0,449,11,481,0.2970790565013885,main,5.5,465.0
28,12,person,1181,39,1210,100,0.7251707315444946,main,1195.5,69.5
28,15,person,177,176,211,241,0.2973473966121673,main,194.0,208.5
28,21,racket,715,362,759,387,0.7620920538902283,main,737.0,374.5
29,1,person,741,555,890,798,0.8852258324623108,main,815.5,676.5
29,2,person,802,51,847,131,0.871787428855896,main,824.5,91.0
29,3,person,682,272,752,431,0.8792167901992798,main,717.0,351.5
29,4,person,1086,63,1125,125,0.8529784679412842,main,1105.5,94.0
29,5,person,1032,0,1066,45,0.7906335592269897,main,1049.0,22.5
29,6,person,885,0,915,50,0.7893862724304199,main,900.0,25.0
29,8,person,1238,41,1267,102,0.5029796957969666,main,1252.5,71.5
29,11,person,0,449,11,481,0.2953869998455047,main,5.5,465.0
29,12,person,1182,39,1212,100,0.7664604783058167,main,1197.0,69.5
29,21,racket,715,362,758,387,0.7510333061218262,main,736.5,374.5
30,1,person,741,555,890,798,0.8835352659225464,main,815.5,676.5
30,2,person,802,51,848,131,0.8724167346954346,main,825.0,91.0
30,3,person,684,272,752,429,0.8773372769355774,main,718.0,350.5
30,4,person,1086,64,1125,125,0.8575661182403564,main,1105.5,94.5
30,5,person,1032,0,1065,45,0.7784804701805115,main,1048.5,22.5
30,6,person,885,0,915,50,0.7854156494140625,main,900.0,25.0
30,8,person,1237,41,1267,102,0.6260126829147339,main,1252.0,71.5
30,11,person,0,449,11,481,0.2985140383243561,main,5.5,465.0
30,12,person,1183,39,1214,101,0.8084697723388672,main,1198.5,70.0
30,15,person,176,177,210,241,0.3125354647636413,main,193.0,209.0
30,21,racket,715,362,759,387,0.7854010462760925,main,737.0,374.5
31,1,person,741,555,889,797,0.8847938179969788,main,815.0,676.0
31,2,person,802,50,848,131,0.8656978607177734,main,825.0,90.5
31,3,person,685,272,752,429,0.879387378692627,main,718.5,350.5
31,4,person,1085,65,1125,125,0.8543082475662231,main,1105.0,95.0
31,5,person,1032,0,1065,45,0.7842638492584229,main,1048.5,22.5
31,6,person,885,0,916,50,0.7660831212997437,main,900.5,25.0
31,8,person,1237,41,1266,101,0.6844771504402161,main,1251.5,71.0
31,11,person,0,449,11,481,0.2967919707298279,main,5.5,465.0
31,12,person,1184,38,1214,102,0.8071747422218323,main,1199.0,70.0
31,15,person,176,177,210,241,0.3664073944091797,main,193.0,209.0
31,21,racket,715,360,760,386,0.7910059094429016,main,737.5,373.0
32,1,person,742,555,889,796,0.8893788456916809,main,815.5,675.5
32,2,person,804,50,849,130,0.8711603879928589,main,826.5,90.0
32,3,person,686,272,753,429,0.8762158751487732,main,719.5,350.5
32,4,person,1085,66,1125,125,0.8403611779212952,main,1105.0,95.5
32,5,person,1031,0,1065,45,0.7829428911209106,main,1048.0,22.5
